"DeployID","Ptt","Instr","Date","Type","Quality","Latitude","Longitude","Error.radius","Error.Semi.major.axis","Error.Semi.minor.axis","Error.Ellipse.orientation","Offset","Offset.orientation","GPE.MSD","GPE.U","Count","Comment","originaldate"
"ZcTag094_DUML",180772,"Mk10",1564526857,"Argos","A",35.5936,-74.7472,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","22:47:37 30-Jul-2019"
"ZcTag094_DUML",180772,"Mk10",1564527579,"Argos","2",35.551,-74.6808,287,853,96,60,NA,NA,NA,NA,NA,"","22:59:39 30-Jul-2019"
"ZcTag094_DUML",180772,"Mk10",1564531705,"Argos","A",35.5725,-74.6579,897,2700,297,119,NA,NA,NA,NA,NA,"","00:08:25 31-Jul-2019"
"ZcTag094_DUML",180772,"Mk10",1564532666,"Argos","B",35.5816,-74.6662,1082,1595,733,102,NA,NA,NA,NA,NA,"","00:24:26 31-Jul-2019"
"ZcTag094_DUML",180772,"Mk10",1564533569,"Argos","B",35.5812,-74.6759,1831,2819,1188,121,NA,NA,NA,NA,NA,"","00:39:29 31-Jul-2019"
"ZcTag094_DUML",180772,"Mk10",1564534298,"Argos","B",35.5838,-74.6778,1541,2143,1107,102,NA,NA,NA,NA,NA,"","00:51:38 31-Jul-2019"
"ZcTag094_DUML",180772,"Mk10",1564537576,"Argos","0",35.6184,-74.6262,6067,65289,563,79,NA,NA,NA,NA,NA,"","01:46:16 31-Jul-2019"
"ZcTag094_DUML",180772,"Mk10",1564538136,"Argos","0",35.6265,-74.6345,2036,31296,132,74,NA,NA,NA,NA,NA,"","01:55:36 31-Jul-2019"
"ZcTag094_DUML",180772,"Mk10",1564562164,"Argos","B",35.8185,-74.57,3860,8007,1860,112,NA,NA,NA,NA,NA,"","08:36:04 31-Jul-2019"
"ZcTag094_DUML",180772,"Mk10",1564562827,"Argos","0",35.677,-74.3449,3298,15141,718,59,NA,NA,NA,NA,NA,"","08:47:07 31-Jul-2019"
"ZcTag094_DUML",180772,"Mk10",1564568332,"Argos","0",35.9613,-74.7689,30268,75032,12210,49,NA,NA,NA,NA,NA,"","10:18:52 31-Jul-2019"
"ZcTag094_DUML",180772,"Mk10",1564568399,"Argos","B",35.6929,-74.3355,14313,29532,6936,61,NA,NA,NA,NA,NA,"","10:19:59 31-Jul-2019"
"ZcTag094_DUML",180772,"Mk10",1564571080,"Argos","0",35.5869,-74.4255,5169,41419,645,90,NA,NA,NA,NA,NA,"","11:04:40 31-Jul-2019"
"ZcTag094_DUML",180772,"Mk10",1564576533,"Argos","Z",35.7103,-73.8055,15634,31347,7797,126,NA,NA,NA,NA,NA,"","12:35:33 31-Jul-2019"
"ZcTag094_DUML",180772,"Mk10",1564576542,"Argos","0",35.3605,-75.1064,5976,40439,883,76,NA,NA,NA,NA,NA,"","12:35:42 31-Jul-2019"
"ZcTag094_DUML",180772,"Mk10",1564611706,"Argos","0",35.9066,-75.4125,123668,NA,NA,NA,NA,NA,NA,NA,NA,"Speed to avg loc 41 x median","22:21:46 31-Jul-2019"
"ZcTag094_DUML",180772,"Mk10",1564611747,"Argos","B",36.243,-74.1425,81136,NA,NA,NA,NA,NA,NA,NA,NA,"Speed to avg loc 29 x median","22:22:27 31-Jul-2019"
"ZcTag094_DUML",180772,"Mk10",1564617873,"Argos","B",36.15,-74.251,66273,227307,19322,76,NA,NA,NA,NA,NA,"Speed to avg loc 161 x median","00:04:33 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564617906,"Argos","0",36.0509,-74.4765,1970,21436,181,105,NA,NA,NA,NA,NA,"Speed to avg loc 98 x median","00:05:06 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564623382,"Argos","1",35.9685,-74.4147,899,4323,186,97,NA,NA,NA,NA,NA,"","01:36:22 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564623403,"Argos","1",35.9302,-74.4628,508,1557,165,117,NA,NA,NA,NA,NA,"","01:36:43 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564623403,"Argos","1",35.9302,-74.4628,508,1557,165,117,NA,NA,NA,NA,NA,"","01:36:43 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564625005,"Argos","A",35.923,-74.4806,9802,12264,7834,87,NA,NA,NA,NA,NA,"","02:03:25 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564629098,"Argos","A",35.9103,-74.5148,3709,12973,1060,66,NA,NA,NA,NA,NA,"","03:11:38 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564648266,"Argos","B",35.6144,-74.8916,9679,17808,5260,67,NA,NA,NA,NA,NA,"","08:31:06 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564655768,"Argos","0",35.7201,-74.1361,3483,26184,463,15,NA,NA,NA,NA,NA,"","10:36:08 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564658379,"Argos","0",35.8918,-74.4431,5108,42074,620,90,NA,NA,NA,NA,NA,"","11:19:39 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564673920,"Argos","0",35.7661,-74.3572,5194,67535,399,102,NA,NA,NA,NA,NA,"","15:38:40 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564673923,"Argos","0",36.1534,-74.2441,10625,89736,1258,101,NA,NA,NA,NA,NA,"","15:38:43 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564689363,"Argos","0",35.7618,-74.2728,4594,21305,990,45,NA,NA,NA,NA,NA,"","19:56:03 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564696346,"Argos","A",35.744,-74.2255,3953,21531,725,17,NA,NA,NA,NA,NA,"","21:52:26 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564696446,"Argos","A",35.8964,-74.1798,460,671,315,104,NA,NA,NA,NA,NA,"","21:54:06 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564701567,"Argos","0",35.8593,-74.2261,4319,8071,2311,162,NA,NA,NA,NA,NA,"","23:19:27 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564702380,"Argos","0",35.9439,-74.2075,3604,11987,1083,125,NA,NA,NA,NA,NA,"","23:33:00 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564702380,"Argos","0",35.936,-74.2187,1703,6242,464,83,NA,NA,NA,NA,NA,"","23:33:00 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564703126,"Argos","A",35.945,-74.2027,2148,4536,1016,125,NA,NA,NA,NA,NA,"","23:45:26 01-Aug-2019"
"ZcTag094_DUML",180772,"Mk10",1564708779,"Argos","0",36.1391,-74.585,23010,78024,6785,45,NA,NA,NA,NA,NA,"","01:19:39 02-Aug-2019"
